# sourceSeal=3f0bb4a window=10 — a windowDuplicate is the same widget twice inside 10 consecutive draws. distinctWidgets IS A LOWER BOUND: it cannot exceed the sample count, so a pair reporting 28 distinct in 30 draws has a pool of AT LEAST 28 and possibly far more. Only pairs that saturated well below their sample count (the pool-below-window rows) measure a true ceiling.
generator,form,widgetType,verdict,samples,distinctWidgets,windowDuplicates,globalDuplicates,globalDuplicateRate,window
g12-trig-graphs-inverses,trig-graphs-inverses__tg-cos-graph__numeric,numeric,pool-above-window,30,23,3,7,0.233,10
g12-trig-graphs-inverses,trig-graphs-inverses__tg-mixed-comp__numeric,numeric,pool-above-window,30,23,3,7,0.233,10
g12-trig-graphs-inverses,trig-graphs-inverses__tg-phase__numeric,numeric,pool-above-window,30,23,3,7,0.233,10
g12-vectors-matrices,vectors-matrices__vec-solve-systems__numeric,exactNumberLab,pool-above-window,30,23,3,7,0.233,10
g13-parametric-polar-calculus,parametric-polar-calculus__pc-arc-length__numeric,numeric,pool-above-window,30,23,3,7,0.233,10
g4-lines-angles,laGeometricBasicsMcq,mcq,pool-above-window,30,23,2,7,0.233,10
g10-coordinate-proofs,cx-shoelace__numeric,numeric,pool-above-window,30,23,2,7,0.233,10
g13-parametric-polar-calculus,parametric-polar-calculus__pc-parametric-derivative__numeric,numeric,pool-above-window,30,23,2,7,0.233,10
g12-limits-continuity,limits-continuity__lc-continuity__numeric,exactNumberLab,pool-above-window,30,23,1,7,0.233,10
g7-vertical-angles,acrossAlgebra,geometricConstraintLab,pool-above-window,167,24,58,143,0.856,10
g8-esn-place-value,esnPlacePositive,placeValueTransformLab,pool-above-window,125,24,39,101,0.808,10
power-product,sumPowers,numeric,pool-above-window,46,24,15,22,0.478,10
g2-fluency,FlThinkAdditionNumeric,numeric,pool-above-window,36,24,10,12,0.333,10
coordinate-plot,segment,plotPoint,pool-above-window,39,24,9,15,0.385,10
cn-sum-product,findC,numeric,pool-above-window,34,24,7,10,0.294,10
quad-shape-area,rectQuadratic,numeric,pool-above-window,34,24,6,10,0.294,10
poly-mul-mono,mulHigh,numeric,pool-above-window,34,24,6,10,0.294,10
const-sum-rule,horizontalTangent,numeric,pool-above-window,34,24,6,10,0.294,10
group-division,howManyPieces,numeric,pool-above-window,34,24,6,10,0.294,10
missing-factor,flipIt,numeric,pool-above-window,34,24,6,10,0.294,10
a1-radicals,rad-mn-exp__numeric,exactNumberLab,pool-above-window,36,24,6,12,0.333,10
g10-coordinate-proofs,cx-parallel-proof__numeric,numeric,pool-above-window,30,24,6,6,0.200,10
g10-polygons-quadrilaterals,pq-rectangle__numeric,numeric,pool-above-window,30,24,6,6,0.200,10
g10-right-triangles,rt-law-sines__numeric,numeric,pool-above-window,30,24,6,6,0.200,10
subtract-within-20,factFamily,numeric,pool-above-window,34,24,5,10,0.294,10
perimeter,gardenFence,numeric,pool-above-window,34,24,5,10,0.294,10
line-plot,ddShapeOutlier,mcq,pool-above-window,30,24,5,6,0.200,10
commutativity,arrayBuild,buildExpression,pool-above-window,34,24,5,10,0.294,10
distributive,rowsSold,numeric,pool-above-window,30,24,5,6,0.200,10
mult-patterns,timesTableStep,numeric,pool-above-window,34,24,5,10,0.294,10
g8-fn-constant-slope,fgSlopeSimilarTriangles,numeric,pool-above-window,30,24,5,6,0.200,10
g1-counting-120,ChartFindNumeric,numeric,pool-above-window,30,24,5,6,0.200,10
g2-add-subtract-100,Fluency20Numeric,numeric,pool-above-window,30,24,5,6,0.200,10
g12-trig-identities-equations,trig-identities-equations__ti-cos2-forms__numeric,numeric,pool-above-window,30,24,5,6,0.200,10
g12-trig-identities-equations,trig-identities-equations__ti-quad-trig__numeric,numeric,pool-above-window,30,24,5,6,0.200,10
g13-integration-accumulation,integration-accumulation__in-constant-of-integration__numeric,exactNumberLab,pool-above-window,30,24,5,6,0.200,10
frac-unlike-addsub,subBare,fractionEntry,pool-above-window,30,24,4,6,0.200,10
pq-trapezoid,isoscelesTop,numeric,pool-above-window,30,24,4,6,0.200,10
negative-intro,compareNegativeMixed,rationalCompare,pool-above-window,30,24,4,6,0.200,10
variable-meaning,independentPay,mcq,pool-above-window,30,24,4,6,0.200,10
pct-of-number,rrPercentFraction,mcq,pool-above-window,30,24,4,6,0.200,10
decimal-representation,trailingMatchCount,numeric,pool-above-window,30,24,4,6,0.200,10
box-volume,singleLayer,numeric,pool-above-window,30,24,4,6,0.200,10
line-plot,ddShapeSymmetric,mcq,pool-above-window,30,24,4,6,0.200,10
pr-unit-rate-g7,rrSpeed,proportionalReasoningLab,pool-above-window,30,24,4,6,0.200,10
pr-constant-k-g7,rrPartWholeWhich,mcq,pool-above-window,30,24,4,6,0.200,10
g8-tm-congruence,tmCongruenceEnlarge,mcq,pool-above-window,30,24,4,6,0.200,10
g1-counting-120,TensOnesBaseTenCompose,baseTenCompose,pool-above-window,30,24,4,6,0.200,10
g10-coordinate-proofs,cx-partition__numeric,numeric,pool-above-window,30,24,4,6,0.200,10
g10-triangle-congruence,tc-triangle-inequality__numeric,numeric,pool-above-window,30,24,4,6,0.200,10
g12-function-analysis,function-analysis__fna-compose-order__numeric,exactNumberLab,pool-above-window,30,24,4,6,0.200,10
g12-limits-continuity,limits-continuity__lc-avg-rate__numeric,numeric,pool-above-window,30,24,4,6,0.200,10
g12-polar-parametric,polar-parametric__pp-de-moivre__numeric,numeric,pool-above-window,30,24,4,6,0.200,10
g12-polar-parametric,polar-parametric__pp-parabolic-path__numeric,numeric,pool-above-window,30,24,4,6,0.200,10
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-fta-count__numeric,exactNumberLab,pool-above-window,30,24,4,6,0.200,10
g12-vectors-matrices,vectors-matrices__vec-add__mcq,mcq,pool-above-window,30,24,4,6,0.200,10
g13-integration-accumulation,integration-accumulation__in-usub-limits__numeric,numeric,pool-above-window,30,24,4,6,0.200,10
g13-integration-applications,integration-applications__ia-motion__numeric,numeric,pool-above-window,30,24,4,6,0.200,10
g13-parametric-polar-calculus,parametric-polar-calculus__pc-vector-motion__numeric,numeric,pool-above-window,30,24,4,6,0.200,10
fn-evaluate,quadPlus,numeric,pool-above-window,30,24,3,6,0.200,10
fn-evaluate,quadMinus,numeric,pool-above-window,30,24,3,6,0.200,10
lcm-pair,gcfContext,numeric,pool-above-window,30,24,3,6,0.200,10
metric-convert,rrMinutesSeconds,numeric,pool-above-window,30,24,3,6,0.200,10
step-function,absPiecewise,mcq,pool-above-window,34,24,3,10,0.294,10
fraction-volume,planterDecimal,numeric,pool-above-window,30,24,3,6,0.200,10
g7-tse-expression-build,tseMixedSameNeg,buildExpression,pool-above-window,30,24,3,6,0.200,10
g7-sp-overlap-interpret,spCompareSmall,distributionCompareLab,pool-above-window,30,24,3,6,0.200,10
g3-mult-fluency,MultRecallSpeedNumeric,numeric,pool-above-window,30,24,3,6,0.200,10
g4-multiply,mbFactorsNumeric,numeric,pool-above-window,30,24,3,6,0.200,10
a2-polynomials,pf-build__numeric,exactNumberLab,pool-above-window,30,24,3,6,0.200,10
g10-right-triangles,rt-solve-side__numeric,numeric,pool-above-window,30,24,3,6,0.200,10
g12-limits-continuity,limits-continuity__lc-limit-idea__numeric,numeric,pool-above-window,30,24,3,6,0.200,10
g12-trig-graphs-inverses,trig-graphs-inverses__tg-five-points__mcq,mcq,pool-above-window,30,24,3,6,0.200,10
g13-derivatives-in-context,derivatives-in-context__dc-motion__numeric,numeric,pool-above-window,30,24,3,6,0.200,10
partial-products,shown,numeric,pool-above-window,30,24,2,6,0.200,10
variable-meaning,shirtsCost,numeric,pool-above-window,30,24,2,6,0.200,10
pct-of-number,rrWholeFromPercent,numeric,pool-above-window,30,24,2,6,0.200,10
pr-constant-k-g7,rrEquivalentScale,numeric,pool-above-window,30,24,2,6,0.200,10
g8-tm-cylinder-volume,tmCylinderB,numeric,pool-above-window,30,24,2,6,0.200,10
g1-counting-120,CountSequenceNumberLineHop,numberLineHop,pool-above-window,30,24,2,6,0.200,10
g1-counting-120,TensOnesNumeric,numeric,pool-above-window,30,24,2,6,0.200,10
a1-functions-sequences,fn-choose-formula__numeric,numeric,pool-above-window,30,24,2,6,0.200,10
g12-conic-sections,conic-sections__co-ellipse__mcq,mcq,pool-above-window,30,24,2,6,0.200,10
g12-vectors-matrices,vectors-matrices__vec-direction__numeric,exactNumberLab,pool-above-window,30,24,2,6,0.200,10
a2-radicals,re-domains__numeric,exactNumberLab,pool-above-window,30,24,1,6,0.200,10
a2-trig,tf-inverse__numeric,numeric,pool-above-window,30,24,1,6,0.200,10
g10-geometry-foundations,gf-congruence-def__numeric,numeric,pool-above-window,30,24,1,6,0.200,10
g13-derivatives-in-context,derivatives-in-context__dc-distance__numeric,numeric,pool-above-window,30,24,1,6,0.200,10
fraction-meaning,complement,fractionEntry,pool-above-window,50,25,14,25,0.500,10
gf-segment-add,halfToWhole,numeric,pool-above-window,50,25,11,25,0.500,10
quad-shape-area,squareExtended,numeric,pool-above-window,34,25,6,9,0.265,10
inverse-deriv,polyInverse,numeric,pool-above-window,34,25,6,9,0.265,10
equivalent-fractions,cupMark,numeric,pool-above-window,34,25,6,9,0.265,10
g7-sp-sampling-bias,spBiasCivic,mcq,pool-above-window,34,25,6,9,0.265,10
negative-intro,fartherAbsolute,absValueLine,pool-above-window,30,25,5,5,0.167,10
limit-laws,rationalSub,numeric,pool-above-window,34,25,5,9,0.265,10
decimal-representation,moneyHundredths,numeric,pool-above-window,30,25,5,5,0.167,10
orbit-ecc,comet,mcq,pool-above-window,34,25,5,9,0.265,10
fact-family,familyDivide,numeric,pool-above-window,34,25,5,9,0.265,10
mult-tens,tensProductA,numeric,pool-above-window,34,25,5,9,0.265,10
zero-pattern,zeroProductA,numeric,pool-above-window,34,25,5,9,0.265,10
g7-circle-parts,radiusDifference,numeric,pool-above-window,34,25,5,9,0.265,10
g7-cross-sections,twoCuts,mcq,pool-above-window,34,25,5,9,0.265,10
g2-measure-money-time,MmtRulerSubtractNumeric,numeric,pool-above-window,36,25,5,11,0.306,10
g4-decimals,dHundredthsCellsNumeric,numeric,pool-above-window,34,25,5,9,0.265,10
g4-decimals,dAddTenthHundredthNumeric,numeric,pool-above-window,34,25,5,9,0.265,10
g4-decimals,dMeasureNumeric,numeric,pool-above-window,34,25,5,9,0.265,10
g4-place-million,pvPlaceNamesMcq,mcq,pool-above-window,30,25,5,5,0.167,10
g13-integration-accumulation,integration-accumulation__in-accumulation__numeric,numeric,pool-above-window,30,25,5,5,0.167,10
frac-multiply,cancelFirst,fractionEntry,pool-above-window,30,25,4,5,0.167,10
pq-para-angle,consecutive,numeric,pool-above-window,34,25,4,9,0.265,10
fn-arith-seq,nthNeg,numeric,pool-above-window,30,25,4,5,0.167,10
variable-meaning,busOff,numeric,pool-above-window,30,25,4,5,0.167,10
decimal-representation,wordBuildMixed,buildExpression,pool-above-window,30,25,4,5,0.167,10
end-behavior,vertAsymCount,numeric,pool-above-window,34,25,4,9,0.265,10
g7-signed-multiply-divide,divSame,numeric,pool-above-window,30,25,4,5,0.167,10
g8-bv-fit-idea,bvFitPurpose,mcq,pool-above-window,30,25,4,5,0.167,10
g8-tm-cylinder-volume,tmCylinderTank,numeric,pool-above-window,30,25,4,5,0.167,10
g8-les-substitution-method,lesSubstituteA,numeric,pool-above-window,30,25,4,5,0.167,10
g1-counting-120,ChartPatternNumeric,numeric,pool-above-window,30,25,4,5,0.167,10
g2-shapes-shares,Ssg2NameThirdMcq,mcq,pool-above-window,30,25,4,5,0.167,10
g3-mult-fluency,MultMixedLargeNumeric,numeric,pool-above-window,30,25,4,5,0.167,10
g4-place-million,pvReadingBigMcq,mcq,pool-above-window,30,25,4,5,0.167,10
a1-functions-sequences,fn-geo-rule__numeric,numeric,pool-above-window,30,25,4,5,0.167,10
a2-transformations,ft-inverse-graph__pointEntry,pointEntry,pool-above-window,30,25,4,5,0.167,10
g10-solid-geometry,sg-cavalieri-apply__numeric,exactNumberLab,pool-above-window,30,25,4,5,0.167,10
g12-conic-sections,conic-sections__co-asymptote__mcq,mcq,pool-above-window,30,25,4,5,0.167,10
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-rrt-list__mcq,mcq,pool-above-window,30,25,4,5,0.167,10
g12-trig-identities-equations,trig-identities-equations__ti-root-traps__mcq,mcq,pool-above-window,30,25,4,5,0.167,10
g12-trig-identities-equations,trig-identities-equations__ti-root-traps__numeric,numeric,pool-above-window,30,25,4,5,0.167,10
g12-vectors-matrices,vectors-matrices__vec-add__numeric,exactNumberLab,pool-above-window,30,25,4,5,0.167,10
g13-integration-accumulation,integration-accumulation__in-ftc2__numeric,numeric,pool-above-window,30,25,4,5,0.167,10
g6-center-spread,ddOutlierMeanShift,numeric,pool-above-window,30,25,3,5,0.167,10
decimal-representation,wordToDecimal,numeric,pool-above-window,30,25,3,5,0.167,10
box-volume,stackedCubes,numeric,pool-above-window,30,25,3,5,0.167,10
attributes,definingAttribute,mcq,pool-above-window,30,25,3,5,0.167,10
distributive,variableBoth,numeric,pool-above-window,30,25,3,5,0.167,10
g7-tse-expression-build,tseMixedChallenge,buildExpression,pool-above-window,30,25,3,5,0.167,10
g7-tse-inequality-build,inclusiveBoundary,exactNumberLab,pool-above-window,30,25,3,5,0.167,10
g8-esn-root-context,esnRootSquare,numeric,pool-above-window,30,25,3,5,0.167,10
g8-esn-compare,esnCompareRatioLarge,numeric,pool-above-window,30,25,3,5,0.167,10
g8-tm-cone-volume,tmConeFromCylinder,numeric,pool-above-window,30,25,3,5,0.167,10
g8-fn-initial-value,fgInitialTable,numeric,pool-above-window,30,25,3,5,0.167,10
g1-data,GdSortMcq,mcq,pool-above-window,30,25,3,5,0.167,10
g1-add-subtract,PartWholeNumeric,numeric,pool-above-window,30,25,3,5,0.167,10
g1-counting-120,PastHundredMcq,mcq,pool-above-window,30,25,3,5,0.167,10
g2-place-value-1000,Pv1000SkipTensNumeric,numeric,pool-above-window,30,25,3,5,0.167,10
a1-functions-sequences,fn-geo-nth__numeric,numeric,pool-above-window,30,25,3,5,0.167,10
a2-complex,cn-neg-eq__mcq,mcq,pool-above-window,30,25,3,5,0.167,10
a2-transformations,ft-compose-rule__mcq,mcq,pool-above-window,30,25,3,5,0.167,10
g10-circle-theorems,cr-chord-arc__numeric,numeric,pool-above-window,30,25,3,5,0.167,10
g10-right-triangles,rt-306090__numeric,numeric,pool-above-window,30,25,3,5,0.167,10
g10-right-triangles,rt-height-apps__numeric,numeric,pool-above-window,30,25,3,5,0.167,10
g10-solid-geometry,sg-cross-sections__numeric,exactNumberLab,pool-above-window,30,25,3,5,0.167,10
g10-solid-geometry,sg-density__numeric,exactNumberLab,pool-above-window,30,25,3,5,0.167,10
g10-solid-geometry,sg-scale-effects__numeric,exactNumberLab,pool-above-window,30,25,3,5,0.167,10
g12-limits-continuity,limits-continuity__lc-read-limit__numeric,numeric,pool-above-window,30,25,3,5,0.167,10
g12-polar-parametric,polar-parametric__pp-to-rect__numeric,numeric,pool-above-window,30,25,3,5,0.167,10
g13-derivatives-in-context,derivatives-in-context__dc-other-forms__dragOrder,dragOrder,pool-above-window,30,25,3,5,0.167,10
g13-parametric-polar-calculus,parametric-polar-calculus__pc-polar-area__numeric,numeric,pool-above-window,30,25,3,5,0.167,10
frac-unlike-addsub,addBare,fractionEntry,pool-above-window,30,25,2,5,0.167,10
frac-multiply,denominatorOnly,numeric,pool-above-window,30,25,2,5,0.167,10
proportional-plot,cgPairLineReason,mcq,pool-above-window,30,25,2,5,0.167,10
g8-bv-judge-fit,bvJudgeTight,mcq,pool-above-window,30,25,2,5,0.167,10
g8-tm-cylinder-volume,tmCylinderA,numeric,pool-above-window,30,25,2,5,0.167,10
g0-counting,countZeroTap,tapDiagram,pool-above-window,30,25,2,5,0.167,10
a2-polynomials,pf-div-theorems__buildExpression,buildExpression,pool-above-window,30,25,2,5,0.167,10
a2-polynomials,pf-zeros__numeric,numeric,pool-above-window,30,25,2,5,0.167,10
a2-radicals,re-plusminus__mcq,mcq,pool-above-window,30,25,2,5,0.167,10
a2-series,sr-geo-derive__numeric,numeric,pool-above-window,30,25,2,5,0.167,10
a2-trig,tf-wave-read__numeric,numeric,pool-above-window,30,25,2,5,0.167,10
g10-circle-theorems,cr-tangent-chord__numeric,numeric,pool-above-window,30,25,2,5,0.167,10
g10-circle-theorems,cr-tangent-perp__numeric,numeric,pool-above-window,30,25,2,5,0.167,10
g10-right-triangles,rt-elev-depress__numeric,numeric,pool-above-window,30,25,2,5,0.167,10
g10-triangle-congruence,tc-isosceles__numeric,numeric,pool-above-window,30,25,2,5,0.167,10
g12-conic-sections,conic-sections__co-ecc-unify__mcq,mcq,pool-above-window,30,25,2,5,0.167,10
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-build-mixed__numeric,exactNumberLab,pool-above-window,30,25,2,5,0.167,10
g12-trig-identities-equations,trig-identities-equations__ti-convert-solve__mcq,mcq,pool-above-window,30,25,2,5,0.167,10
g12-vectors-matrices,vectors-matrices__vec-angle__numeric,numeric,pool-above-window,30,25,2,5,0.167,10
g12-vectors-matrices,vectors-matrices__vec-dot__mcq,mcq,pool-above-window,30,25,2,5,0.167,10
estimation,whenEstimate,mcq,pool-above-window,30,25,1,5,0.167,10
g8-tm-cone-volume,tmConeContext,numeric,pool-above-window,30,25,1,5,0.167,10
g8-tm-sphere-volume,tmSphereCoeff,numeric,pool-above-window,30,25,1,5,0.167,10
a1-linear-functions,intercepts__buildExpression,buildExpression,pool-above-window,30,25,1,5,0.167,10
g10-solid-geometry,sg-third-story__numeric,exactNumberLab,pool-above-window,30,25,1,5,0.167,10
deriv-product,polyProduct,numeric,pool-above-window,50,26,13,24,0.480,10
a1-radicals,rad-fully-simplified__numeric,exactNumberLab,pool-above-window,36,26,9,10,0.278,10
frac-sign-ops,mulDiff,signedFractionLab,pool-above-window,34,26,7,8,0.235,10
g7-scale-to-actual,drawFence,numeric,pool-above-window,34,26,7,8,0.235,10
g2-measure-money-time,MmtPictureGraphRead,graphRead,pool-above-window,36,26,7,10,0.278,10
pq-kite,kiteArea,numeric,pool-above-window,34,26,6,8,0.235,10
trig-model,midline,numeric,pool-above-window,34,26,5,8,0.235,10
matrix-apply,swap,pointEntry,pool-above-window,34,26,5,8,0.235,10
g7-read-scale,scaleCompare,numeric,pool-above-window,34,26,5,8,0.235,10
g6-center-spread,ddSummaryIqr,numeric,pool-above-window,30,26,4,4,0.133,10
subtract-within-100,ones,numeric,pool-above-window,30,26,4,4,0.133,10
choose-rule,cubicProduct,numeric,pool-above-window,34,26,4,8,0.235,10
domain-restrict,allReals,mcq,pool-above-window,34,26,4,8,0.235,10
g7-signed-multiply-divide,mulSameLarge,numeric,pool-above-window,30,26,4,4,0.133,10
g8-les-system-graphing,lesGraphXBasic,numeric,pool-above-window,30,26,4,4,0.133,10
g8-fn-function-definition,fgChooseFunction,mcq,pool-above-window,30,26,4,4,0.133,10
g2-add-subtract-100,NearDoublesMcq,mcq,pool-above-window,30,26,4,4,0.133,10
a2-polynomials,pf-multiplicity__mcq,mcq,pool-above-window,30,26,4,4,0.133,10
g12-limits-continuity,limits-continuity__lc-rationalize__mcq,mcq,pool-above-window,30,26,4,4,0.133,10
g12-trig-identities-equations,trig-identities-equations__ti-double-basic__mcq,mcq,pool-above-window,30,26,4,4,0.133,10
g6-data-literacy,ddDataRepeatedValues,mcq,pool-above-window,30,26,3,4,0.133,10
frac-multiply,bareMultiply,fractionEntry,pool-above-window,30,26,3,4,0.133,10
partial-products,bareChallenge,numeric,pool-above-window,30,26,3,4,0.133,10
equiv-test,claimAtValue,numeric,pool-above-window,30,26,3,4,0.133,10
frac-sign-ops,divDiff,signedFractionLab,pool-above-window,34,26,3,8,0.235,10
sci-compute,divide,buildExpression,pool-above-window,34,26,3,8,0.235,10
trig-inside,generalCos,mcq,pool-above-window,34,26,3,8,0.235,10
time-relative,minutesTo,numeric,pool-above-window,34,26,3,8,0.235,10
volume,dryIngredient,mcq,pool-above-window,34,26,3,8,0.235,10
attributes,cgTriangleAngleFamily,shapeHierarchyLab,pool-above-window,30,26,3,4,0.133,10
attributes,cgTriangleDualLabel,shapeHierarchyLab,pool-above-window,30,26,3,4,0.133,10
pr-constant-k-g7,rrDoubleLineReverse,numeric,pool-above-window,30,26,3,4,0.133,10
g8-rns-compare-estimate,rnsComparePiFraction,mcq,pool-above-window,30,26,3,4,0.133,10
g8-tm-dilation-similarity,tmDilationScale,mcq,pool-above-window,30,26,3,4,0.133,10
g1-data,GdQuestionMcq,mcq,pool-above-window,30,26,3,4,0.133,10
g1-counting-120,SkipTenNumeric,numeric,pool-above-window,30,26,3,4,0.133,10
g3-mult-fluency,MultMissingFactorNumeric,numeric,pool-above-window,30,26,3,4,0.133,10
g4-fractions,faLikeDenomWordNumeric,numeric,pool-above-window,30,26,3,4,0.133,10
g4-measure,mcBenchmarkAnglesNumeric,numeric,pool-above-window,30,26,3,4,0.133,10
g4-multiply,mbAdditiveVsMultiplicativeNumeric,numeric,pool-above-window,30,26,3,4,0.133,10
a1-linear-functions,parallel-perpendicular__mcq,mcq,pool-above-window,30,26,3,4,0.133,10
a1-solving-equations,literal-eq__numeric,numeric,pool-above-window,30,26,3,4,0.133,10
a2-complex,cn-build-quad__buildExpression,buildExpression,pool-above-window,30,26,3,4,0.133,10
a2-transformations,ft-compose__numeric,numeric,pool-above-window,30,26,3,4,0.133,10
a2-logarithms,lg-product__mcq,mcq,pool-above-window,30,26,3,4,0.133,10
a2-radicals,re-both-sides__numeric,exactNumberLab,pool-above-window,30,26,3,4,0.133,10
a2-rationals,rf-like-denoms__buildExpression,buildExpression,pool-above-window,30,26,3,4,0.133,10
a2-series,sr-sigma-write__mcq,mcq,pool-above-window,30,26,3,4,0.133,10
g10-right-triangles,rt-454590__numeric,numeric,pool-above-window,30,26,3,4,0.133,10
g10-right-triangles,rt-sohcahtoa__numeric,numeric,pool-above-window,30,26,3,4,0.133,10
g12-conic-sections,conic-sections__co-general-hp__mcq,mcq,pool-above-window,30,26,3,4,0.133,10
g12-limits-continuity,limits-continuity__lc-derivative__mcq,mcq,pool-above-window,30,26,3,4,0.133,10
g12-limits-continuity,limits-continuity__lc-infinity__numeric,exactNumberLab,pool-above-window,30,26,3,4,0.133,10
g12-polar-parametric,polar-parametric__pp-trajectory__numeric,numeric,pool-above-window,30,26,3,4,0.133,10
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-fta-count__mcq,mcq,pool-above-window,30,26,3,4,0.133,10
g12-trig-graphs-inverses,trig-graphs-inverses__tg-tan-shape__mcq,mcq,pool-above-window,30,26,3,4,0.133,10
g12-trig-identities-equations,trig-identities-equations__ti-apply-sum-diff__mcq,mcq,pool-above-window,30,26,3,4,0.133,10
g6-center-spread,ddMedianEven,numeric,pool-above-window,30,26,2,4,0.133,10
independence-test,plainProduct,numeric,pool-above-window,30,26,2,4,0.133,10
unknown-letter,solveAdd,numeric,pool-above-window,30,26,2,4,0.133,10
build-fraction,trayRemainder,numeric,pool-above-window,34,26,2,8,0.235,10
line-plot,ddShapeFullStory,mcq,pool-above-window,30,26,2,4,0.133,10
pr-unit-rate-g7,milesFraction,mcq,pool-above-window,30,26,2,4,0.133,10
pr-constant-k-g7,constantWhole,proportionalReasoningLab,pool-above-window,30,26,2,4,0.133,10
pr-constant-k-g7,constantUse,proportionalReasoningLab,pool-above-window,30,26,2,4,0.133,10
pr-constant-k-g7,rrDoubleLineLarge,numeric,pool-above-window,30,26,2,4,0.133,10
g7-signed-multiply-divide,mixedMulSame,numeric,pool-above-window,30,26,2,4,0.133,10
g7-signed-multiply-divide,mixedDivSame,numeric,pool-above-window,30,26,2,4,0.133,10
g7-tse-inequality-build,tseIneqRealNegA,buildExpression,pool-above-window,30,26,2,4,0.133,10
g7-tse-inequality-build,atMostBoundary,mcq,pool-above-window,30,26,2,4,0.133,10
g7-sp-overlap-interpret,spOverlapHeavy,distributionCompareLab,pool-above-window,30,26,2,4,0.133,10
g7-sp-counting-principle,spCountOutfitsA,numeric,pool-above-window,30,26,2,4,0.133,10
g8-tm-cone-volume,tmConeA,numeric,pool-above-window,30,26,2,4,0.133,10
g8-fn-same-function-forms,fgFormsGraphBuild,buildExpression,pool-above-window,30,26,2,4,0.133,10
g2-shapes-shares,Ssg2NameAnyMcq,mcq,pool-above-window,30,26,2,4,0.133,10
g4-measure,mcBenchmarkAnglesMcq,mcq,pool-above-window,30,26,2,4,0.133,10
g4-multiply,mbTimesAsManyNumeric,numeric,pool-above-window,30,26,2,4,0.133,10
g4-multiply,mbPrimeCompositeMcq,mcq,pool-above-window,30,26,2,4,0.133,10
a1-polynomials,factor-gcf__numeric,numeric,pool-above-window,30,26,2,4,0.133,10
a1-linear-functions,slope-intercept-graph__numeric,exactNumberLab,pool-above-window,30,26,2,4,0.133,10
a1-solving-equations,lcd-clear__numeric,numeric,pool-above-window,30,26,2,4,0.133,10
g10-right-triangles,rt-choose-tool__numeric,numeric,pool-above-window,30,26,2,4,0.133,10
g10-solid-geometry,sg-composite-subtract__numeric,exactNumberLab,pool-above-window,30,26,2,4,0.133,10
g12-function-analysis,function-analysis__fna-compose-order__mcq,mcq,pool-above-window,30,26,2,4,0.133,10
g12-trig-graphs-inverses,trig-graphs-inverses__tg-cos-graph__mcq,mcq,pool-above-window,30,26,2,4,0.133,10
g7-triangle-inequality,upperBoundary,numeric,pool-above-window,30,26,1,4,0.133,10
pr-constant-k-g7,rrZeroAnchor,mcq,pool-above-window,30,26,1,4,0.133,10
g7-signed-addition,mixedChallenge,numeric,pool-above-window,30,26,1,4,0.133,10
g0-counting,countCompareEqualMcq,mcq,pool-above-window,30,26,1,4,0.133,10
g2-shapes-shares,Ssg2ThirdsCountMcq,mcq,pool-above-window,30,26,1,4,0.133,10
a2-transformations,ft-full-rule__numeric,numeric,pool-above-window,30,26,1,4,0.133,10
a2-rationals,rf-multiply__mcq,mcq,pool-above-window,30,26,1,4,0.133,10
g12-conic-sections,conic-sections__co-reflector__mcq,mcq,pool-above-window,30,26,1,4,0.133,10
g12-polar-parametric,polar-parametric__pp-roses__mcq,mcq,pool-above-window,30,26,1,4,0.133,10
g12-polynomial-rational-analysis,polynomial-rational-analysis__pra-mult-shortcut__mcq,mcq,pool-above-window,30,26,1,4,0.133,10
g12-trig-identities-equations,trig-identities-equations__ti-sum-diff__numeric,numeric,pool-above-window,30,26,1,4,0.133,10
g12-vectors-matrices,vectors-matrices__vec-direction__mcq,mcq,pool-above-window,30,26,1,4,0.133,10
pct-of-number,rrPercentContext,proportionalReasoningLab,pool-above-window,30,26,0,4,0.133,10
g12-trig-graphs-inverses,trig-graphs-inverses__tg-tan-transform__mcq,mcq,pool-above-window,30,26,0,4,0.133,10
horizontal-shift,evalShifted,numeric,pool-above-window,50,27,10,23,0.460,10
g3-div-fluency,DivThinkMultNumeric,numeric,pool-above-window,42,27,9,15,0.357,10
k0-count-100,kSeqBeforeHop,numberLineHop,pool-above-window,34,27,6,7,0.206,10
inscribed-angle,arcFromAngle,numeric,pool-above-window,34,27,5,7,0.206,10
rate-interpret,negativeMeaning,mcq,pool-above-window,34,27,5,7,0.206,10
zero-pattern,zeroProductB,numeric,pool-above-window,34,27,5,7,0.206,10
g2-fluency,FlSpeedAddNumeric,numeric,pool-above-window,36,27,5,9,0.250,10
a1-radicals,rad-simplify-factor__numeric,exactNumberLab,pool-above-window,36,27,5,9,0.250,10
coord-perimeter,pentagon,numeric,pool-above-window,34,27,4,7,0.206,10
coord-area-box,trapezoidArea,numeric,pool-above-window,34,27,4,7,0.206,10
round-ten,placeOnLine,numberLinePlace,pool-above-window,34,27,4,7,0.206,10
compare-same-denom,relayLegs,numeric,pool-above-window,34,27,4,7,0.206,10
