# sourceSeal=1116fa8 draws=24 — S242/GRB-04. Distinct ANSWERS, not distinct widgets.
# constant = many prompts, one answer: re-asking cannot measure anything. Some are legitimate
# invariance lessons and some are decoration; the distinction has to be read, not computed.
generator,form,widgetType,verdict,distinctPrompts,distinctAnswers,topAnswerShare,topAnswer,examplePrompt
back-substitute,given,affineRelationshipLab,rich,22,22,0.08,[3 11],The system y = 4x − 5 and x + y = 20 has x = 5. What is the full solution (x  y)?
reflect-compose,matMul,numeric,rich,22,8,0.29,6,For [[4  0]  [0  2]]·[[1  0]  [0  4]]  compute the bottom-right entry.
second-deriv-eval,localMax,numeric,rich,22,17,0.13,-5,f(x) = x³ − 6x² − 5. Find the local MAXIMUM value of f.
opt-setup,default,mcq,rich,22,12,0.17,P = x(6 − x)  where x is one of the numb,Two numbers add to 12. You want the largest possible product. What should you maximise?
const-sum-rule,default,numeric,rich,22,17,0.08,124,f(x) = 3x⁴ − x² + 12. Find f′(2).
choose-rule,cancelFirst,numeric,rich,22,8,0.21,4,f(x) = x(5x + 4)/x  for x ≠ 0. Find f′(5).
array-model,arrayMinus,numeric,rich,22,16,0.13,9,A garden has 5 rows of carrots with 2 carrots in each row. A rabbit eats 4 carrots. How ma
fact-family,familyDivide,numeric,rich,22,8,0.17,7,Use the family of 4  3  and 12: what is 12 ÷ 4?
fact-family,howManyFacts,mcq,rich,22,10,0.17,2 — just 8 × 8 = 64 and 64 ÷ 8 = 8,The family of 12  12  and 144 — how many DIFFERENT facts does it have?
triangle-area-calc,heightFromArea,numeric,rich,22,9,0.21,4,A triangle has base 7 and area 28. What is its height?
multiplication-rule,chainNumeric,numeric,rich,22,16,0.17,0.1,P(rain) = 0.1. On rainy days  P(traffic | rain) = 0.5. Find P(rain and traffic).
composite-tri,notchCut,numeric,rich,22,20,0.08,85,A 14×5 rectangle has a triangular notch (base 3  height 2) cut from one corner. What is th
composite-multi,default,numeric,rich,22,17,0.17,34,A floor plan has a 8×4 rectangular room plus a triangular bay window (base 8  height 4). W
step-function,default,numeric,rich,22,9,0.25,10,With C(w) = $7 for w ≤ 1  $10 for 1 < w ≤ 2  and $13 for 2 < w ≤ 3  what is the cost in do
domain-restrict,rootScaled,numeric,rich,22,11,0.21,7,What is the smallest allowed x for y = √(3x − 9)?
box-volume,layers,numeric,rich,22,18,0.17,24,A prism has 10 cubes in each layer and is 4 layers tall. What is its volume?
box-volume,fitBoxes,numeric,rich,22,19,0.13,10,A cargo space holds 21 cubic units. How many boxes of volume 3 cubic units fit exactly?
fraction-volume,planterDecimal,numeric,rich,22,21,0.08,45,A planter box is 3 long  1½ wide  and 1 deep. How much soil fills it? Give a decimal answe
unknown-letter,tipSolve,numeric,rich,22,12,0.17,10,After a $3 tip is added  the total is $13. Write and solve an equation for the original bi
reasonableness,estimateThenExact,numeric,rich,22,21,0.08,64,A florist has 3 bunches of 9 daisies. She estimates  about 3 × 10 = 30 . Then she counts e
whole-as-fraction,default,mcq,rich,22,9,0.25,20/4,Which fraction equals exactly 4?
place-value,changeBlocks,numeric,rich,22,22,0.08,635,A learner builds 217 with blocks  adds one hundred block  then removes one ten rod. What n
expanded-form,snapExpanded,numeric,rich,22,22,0.08,496,Snap together: 200 + 80 + 3 = ?
unit-trading,default,mcq,rich,22,8,0.17,1 ten and 9 ones,A learner has 13 loose ones and trades 10 for 1 ten. What remains?
tens-problems,packsKeep,numeric,rich,22,18,0.13,300,A school buys 8 packs of 70 pencils  then gives away 30. How many pencils remain?
line-plot,ddShapeFullStory,mcq,rich,22,11,0.21,Clustered at 2–3  followed by a gap and ,The data are 1  1  1  2  2  3  6. Which description tells the full story?
area-vs-perimeter,default,mcq,rich,22,9,0.21,Pen B  the 3-by-4 pen,Pen A is 1 by 11; Pen B is 6 by 6. Both have perimeter 24. Which encloses MORE area?
commutativity,flipSolve,numeric,rich,22,13,0.13,12,Zoe has to solve 6 × 2. Turning it around gives 2 × 6. What is 6 × 2?
distributive,variableBoth,numeric,rich,22,17,0.17,36,5(y + 4) expands to 5y + 20. Evaluate either form at y = 3.
distributive,factorEvaluate,numeric,rich,22,19,0.13,40,Factor 8 + 28 as 4 × (2 + 7)  then evaluate the product. What value do you get?
distributive,default,mcq,rich,22,16,0.13,4 × 5 + 4 × 4,Which split correctly breaks apart 4 × 7?
g7-read-scale,scaleMeaning,mcq,rich,22,8,0.21,Each centimeter on the blueprint represe,A blueprint uses the scale 1 cm = 2 m. What does this scale mean?
g7-scale-to-actual,default,numeric,rich,22,11,0.17,11,At the scale 1 cm = 4 m  how many centimeters should a 24 m walkway be in the drawing?
pr-unit-rate-g7,rrCostFromRate,numeric,rich,22,20,0.08,14,Apples cost $2 per pound. How much do 7 pounds cost  in dollars?
pr-unit-rate-g7,rrSpeed,proportionalReasoningLab,rich,22,12,0.17,4,A cyclist travels 16 miles in 4 hours at a steady pace. What is the speed in miles per hou
pr-unit-rate-g7,rrDistanceFromRate,proportionalReasoningLab,rich,22,19,0.13,24,A train covers 24 miles in 4 hours and keeps the same pace. How far does it travel in 6 ho
pr-unit-rate-g7,rrHoursFromEarnings,proportionalReasoningLab,rich,22,15,0.17,5,A job pays $4 per hour. How many hours are needed to earn $16?
pr-constant-k-g7,constantWhole,proportionalReasoningLab,rich,22,9,0.33,5,A table has pairs (2  10)  (3  15)  (6  30). What is the constant of proportionality?
pr-constant-k-g7,rrShrinkTest,mcq,rich,22,17,0.17,Yes — dividing both parts by 4 returns 4,A classmate claims 12 : 16 keeps the 3 : 4 mix. Does the shrink test agree?
pr-add-percent-g7,percentTip,numeric,rich,22,21,0.08,60,A restaurant bill is $50. With 20% tip  what is the total?
pr-add-percent-g7,percentTax,numeric,rich,22,20,0.13,86.4,A tablet costs $40. With 8% tax  what is the total?
pr-percent-change-g7,percentIncrease,numeric,rich,22,8,0.29,50,A price rises from 80 to 96. What is the percent change?
g7-signed-addition,diffPos,numeric,rich,22,11,0.17,6,−7 + 14 = ?
g7-signed-multiply-divide,mulSame,numeric,rich,22,19,0.13,56,−5 × (−7) = ?
g7-signed-multiply-divide,divDiff,numeric,rich,22,12,0.21,-6,8 ÷ (−4) = ?
g7-signed-multiply-divide,mixedMulSame,numeric,rich,22,20,0.13,15,−2 × (−3) = ?
g7-tse-expression-build,tseMixedChallenge,buildExpression,rich,22,19,0.13,[ -2x   +   18 ],Simplify: -6(x - 3) + 4x
g7-tse-inequality-build,graphBuild,numberLineRay,rich,22,22,0.08, >-1 ,Draw x ≥ -4. Set the circle at the right number  make it the right KIND of circle  and poi
g7-sp-sampling-bias,spBiasCivic,mcq,rich,22,14,0.17,Randomly select 200 residents from the c,A county wants to know whether residents support expanding library hours. Which method is 
g7-sp-counting-principle,spCountOutfitsChallenge,numeric,rich,22,15,0.13,42,A store offers 6 jackets and 5 pairs of pants. Choosing one of each  how many different ou
g7-sp-counting-principle,spCountOutfitsB,numeric,rich,22,14,0.21,24,A store offers 5 jackets and 3 pairs of pants. Choosing one of each  how many different ou
g8-esn-root-context,default,numeric,rich,22,13,0.21,5,A square tile has an area of 64 square centimeters. What is its side length  in centimeter
g8-rns-density,default,mcq,rich,22,9,0.17,3.6 and 3.7,3.1² = 9.61 and 3.2² = 10.24. So √10 is between:
g8-rns-root-estimate,rnsBoundsA,numeric,rich,22,9,0.21,5,Between which two consecutive whole numbers does √34 lie? Enter the smaller whole number.
g8-rns-compare-estimate,rnsCompareRootDecimal,mcq,rich,22,9,0.21,3.2  since 3.2 > √10 ≈ 3.162,Which is greater: √10 or 3.2?
g8-tm-cylinder-volume,tmCylinderTank,numeric,rich,22,22,0.08,144,A cylindrical water tank has radius 3 and height 11. What is its volume as a number times 
g8-tm-cone-volume,tmConeB,numeric,rich,22,20,0.13,288,A conical container has radius 4 and height 6. What is its volume as a number times π?
g8-tm-sphere-volume,tmSphereApprox,numeric,rich,22,16,0.13,75,The exact volume of a spherical tank is 24π cubic units. Using π ≈ 3.14  what is the volum
g8-les-system-graphing,default,numeric,rich,22,9,0.21,2,Where do y = x + 4 and y = 2x + 3 intersect? Give the x-coordinate.
g8-les-substitution-method,default,numeric,rich,22,11,0.25,5,Solve the system y = x − 2 and x + y = 8. What is x?
g8-fn-constant-slope,fgSlopePoints,numeric,rich,22,10,0.17,3,Find the slope of the line through (1  4) and (3  10).
g8-fn-constant-slope,fgSlopeFractionMcq,mcq,rich,22,12,0.13,1/2,A line passes through (0  0) and (5  3). What is its slope?
g8-fn-initial-value,default,numeric,rich,22,18,0.13,5,A table shows (0  5)  (1  8)  and (2  11). What is the initial value?
g8-fn-same-function-forms,fgFormsGraphBuild,buildExpression,rich,22,22,0.08,[ y   =   3   x   +   6 ],Build the equation of a line that crosses the y-axis at 1 and rises 3 for every 1 unit acr
g8-fn-same-function-forms,default,buildExpression,rich,22,22,0.08,[ y   =   7   x   +   14 ],Build the equation for a function that starts at 2 and rises 3 for each 1-unit increase in
k0-count-100,kTensNextMcq,mcq,rich,22,8,0.33,50,Counting by tens — what comes after 20?
g1-add-subtract,PartWholeMcq,mcq,rich,22,20,0.13,14 − 8 = ?,13 fruits in all. 7 are apples. Which equation finds the other fruits?
g1-add-subtract,ResultUnknownNumeric,numeric,rich,22,14,0.13,9,14 frogs sit by a pond. 5 hop away. How many are left?
g1-add-subtract,TakeAwayMcq,mcq,rich,22,15,0.13,Start with 7 and take away 4,What does 10 − 5 mean?
g1-add-subtract,TensPartnersMcq,mcq,rich,22,8,0.21,1 and 9,Which pair are partners of ten?
g1-add-subtract,default,numeric,rich,22,11,0.17,13,1 + 6 = ? Start at 6 and count on 1.
g1-counting-120,ChartFindNumeric,numeric,rich,22,22,0.08,116,Fill the missing number: 34  35  __  37.
g1-counting-120,CountSequenceNumeric,numeric,rich,22,22,0.08,81,What number comes right after 40?
g1-counting-120,TenMoreLessNumeric,numeric,rich,22,21,0.08,34,What is ten more than 24?
g1-tens-ones,TnoTenMoreLessNumeric,numeric,rich,22,22,0.08,52,30 + 10 = ?
g1-tens-ones,TnoTensOnesNumeric,numeric,rich,22,9,0.29,1,How many tens are in 16?
g1-tens-ones,default,numeric,rich,22,19,0.13,97,32 + 10 = ?
g2-fluency,FlFactFamilyNumeric,numeric,rich,22,10,0.21,3,Fact family 3  8  11: knowing 3 + 8 = 11  what is 11 − 8?
g2-fluency,FlSpeedAddNumeric,numeric,rich,22,14,0.13,10,Answer fast: 7 + 3 = ?
g2-fluency,FlSpeedSubNumeric,numeric,rich,22,12,0.17,8,Answer fast: 10 − 5 = ?
g2-measure-money-time,MmtRulerSubtractNumeric,numeric,rich,22,8,0.21,4,An object starts at 4 and ends at 8 on a centimeter ruler. How long is it?
g2-place-value-1000,Pv1000CountForwardNumeric,numeric,rich,22,18,0.08,300,Count forward from 290 by 5s  2 times. What number do you land on?
g3-mult-fluency,MultMixedLargeNumeric,numeric,rich,22,16,0.21,0,2 × 5 = ?
g3-mult-fluency,MultWholeTableNumeric,numeric,rich,22,18,0.13,40,7 × 9 = ?
g3-div-fluency,DivMissingNumeric,numeric,rich,22,8,0.25,7,5 × ? = 30
g3-div-fluency,DivMixedNumeric,numeric,rich,22,9,0.17,3,8 ÷ 2 = ?
g4-fractions,faEquivalenceRecapNumeric,numeric,rich,22,15,0.13,20,1/3 = ?/6. What numerator makes the fractions equivalent?
g4-fractions,faWholeTimesFractionNumeric,numeric,rich,22,17,0.13,40,Compute 5 × 3/5. Before converting to a mixed number  what is the numerator?
g4-decimals,dHundredthsWriteNumeric,numeric,rich,22,22,0.08,0.44,A unit square is split into 100 equal cells  and 3 of them are shaded. Write the shaded am
g4-decimals,dHundredthsCellsNumeric,numeric,rich,22,22,0.08,33,A hundredths grid has 100 equal cells. How many cells must be shaded to show 0.33?
g4-measure,mcBenchmarkAnglesNumeric,numeric,rich,22,21,0.08,71,An angle of 37° must be completed to 90°. How many more degrees are needed?
g4-multiply,mbTimesAsManyNumeric,numeric,rich,22,19,0.13,114,A large collection has 2 times as many objects as a collection of 6. How many objects are 
a1-exponential,exp-graph-read__numeric,exactNumberLab,rich,22,11,0.17,10,For f(x) = 2 · 2^x  what is the y-intercept?
a1-exponential,exp-growth-decay__numeric,exactNumberLab,rich,22,15,0.21,2,Evaluate f(x) = 80 · (1/4)^x at x = 2.
a1-polynomials,exponent-zero-negative__mcq,mcq,rich,22,12,0.21,1/16,What is 2^(-3)?
a1-polynomials,default,mcq,rich,22,13,0.21,x^2 - 36,Expand (x + 8)(x + 8).
a1-linear-functions,intercepts__numeric,exactNumberLab,rich,22,12,0.17,-3,For y = 3x + 8  what is the y-intercept?
a1-linear-functions,slope-intercept-graph__numeric,exactNumberLab,rich,22,10,0.17,0,For y = 2x + 0  what is the y-intercept?
a1-linear-functions,standard-form__numeric,exactNumberLab,rich,22,15,0.17,6,For 5x + 3y = 150  find the x-intercept.
a2-transformations,ft-arith__numeric,numeric,rich,22,11,0.25,-1,Let f(x)=x² and g(x)=2x − 4. Find (f−g)(5).
a2-transformations,ft-inverse-graph__pointEntry,pointEntry,rich,22,22,0.08,[1 -2],The graph of f contains (-2  1). Enter the point on f⁻¹.
a2-polynomials,pf-factor-thm__mcq,mcq,rich,22,8,0.17,x − 4,If f(1)=0  which factor is guaranteed?
a2-radicals,re-domains__mcq,mcq,rich,22,10,0.21,(-5  0),Where does y=√(x − 0) begin?
a2-rationals,rf-mixed__mcq,mcq,rich,22,9,0.21,x ≠ 0  -1  1,For (x²−4)/x · x/(x+2) ÷ (x−2)/2  which values are excluded?
a2-rationals,rf-variation__numeric,exactNumberLab,rich,22,16,0.21,8,y varies inversely with x. If y=5 when x=5  find y when x=6.
a2-trig,tf-model__numeric,numeric,rich,22,13,0.21,29,For h(t)=17−8cos(2πt/20)  find h(10).
g6-center-spread,ddMedianEven,numeric,rich,21,13,0.17,11,What is the median of the sorted data 5  7  8  14  17  20?
g6-center-spread,ddIqrGiven,numeric,rich,21,9,0.25,8,A data set has Q1 = 2 and Q3 = 6. What is the IQR?
prob-fraction,relFreq,fractionEntry,rich,21,21,0.08,{ whole :0  num :7  den :10},A spinner landed on red 33 times out of 40 spins. What is the relative frequency of red? G
seq-recursive,affine,numeric,rich,21,16,0.08,9,Using a₁ = 3  aₙ = 2·aₙ₋₁ − 1  what is a₃?
cn-cts-vertex,yCoord,numeric,rich,21,18,0.13,1,Convert y = x² + 8x + 7 to vertex form. What is the y-coordinate of the vertex?
cn-cts-vertex,minValue,numeric,rich,21,19,0.13,-1,What is the MINIMUM value of y = x² + 4x + 6?
mixed-convert,default,mixedRegroup,rich,21,15,0.17,{ whole :2  num :2  complete :true},Convert 13/5 to a mixed number. Make wholes until the leftover is smaller than one whole.
frac-unlike-addsub,subBare,fractionEntry,rich,21,21,0.13,{ whole :0  num :2  den :15},3/5 − 1/4 = ?
frac-multiply,denominatorOnly,numeric,rich,21,14,0.13,4,3/7 × 7/12 = 21/84. In lowest terms this is 1 over what number?
frac-multiply,default,fractionEntry,rich,21,19,0.13,{ whole :0  num :1  den :2},3/4 × 5/6 = ? (multiply across  then simplify)
pq-trapezoid,isoscelesTop,numeric,rich,21,21,0.08,124,An isosceles trapezoid has a bottom base angle of 58°. Find each TOP base angle (in degree
pq-trapezoid,default,numeric,rich,21,19,0.08,21,A trapezoid's midsegment is 15 and one base is 6. Find the other base.
pq-para-side,perimeter,numeric,rich,21,16,0.17,48,A parallelogram has adjacent sides 6 and 13. Its perimeter?
gf-segment-add,coordMid,numeric,rich,21,12,0.13,9,Endpoints of a segment have coordinates 4 and 14. What is the coordinate of the midpoint?
partial-products,default,numeric,rich,21,20,0.13,172,The partial products for 43 × 4 are 160 and 12. What is their total?
two-row-multiply,scaffoldTotal,numeric,rich,21,21,0.08,816,Compute 24 × 34 with the two-row method: 24 × 4 = 96  then 24 × 30 = 720. What is the tota
equiv-test,default,numeric,rich,21,17,0.17,18,Is 3(w + 5) equivalent to 3w + 5? Evaluate 3(w + 5) at w = 6 to start the test.
power-product,mixedPowerOrder,numeric,rich,21,20,0.08,49,Evaluate 4 + 5 × 3^2.
variable-meaning,busOff,numeric,rich,21,14,0.17,20,A bus carries p passengers; 6 get off. Write the expression for who's left  then evaluate 
limit-laws,polySub,numeric,rich,21,15,0.13,3,Find lim(x→2) (x² − 2x + 3) by substitution.
subtract-within-100,minusTens,numeric,rich,21,18,0.17,26,56 − 30 = ?
subtract-within-20,countBack,numeric,rich,21,10,0.17,4,6 − 2 = ? (Count back 2 from 6.)
coin-total,default,moneyBoard,rich,21,15,0.17,{ counted :[]  entry :55},How many cents is 4 quarters?
pct-of-number,rrPercentOver100,numeric,rich,21,20,0.13,150,What is 125% of 120?
pct-of-number,rrWholeFromPercent,numeric,rich,21,16,0.17,40,25% of a number is 10. What is the whole number?
pct-of-number,rrPercentContext,proportionalReasoningLab,rich,21,20,0.13,12,A team won 25% of its 120 games. How many games did it win?
dr-power-rule,default,numeric,rich,21,19,0.13,18,f(x) = 3x^2. Find f′(3).
dr-chain-rule,default,numeric,rich,21,18,0.17,20,f(x) = (2x + 1)^2. Find f′(2).
frac-sign-ops,mulDiff,signedFractionLab,rich,21,12,0.21,{ sign :-1  whole :0  num :1  den :5},-3/4 × 1/3 = ?
decimal-representation,leadingZeroCompare,mcq,rich,21,8,0.21,No — 0.09 is ten times smaller,Are 0.8 and 0.08 equal?
choose-rule,cubicProduct,numeric,rich,21,17,0.13,15,f(x) = x²(x − 2) + 8x. Find f′(4).
arc-measure,default,numeric,rich,21,21,0.08,250,A central angle of 101° marks off a minor arc of 101°. What is the measure of the MAJOR ar
thales-right-angle,default,numeric,rich,21,21,0.08,61,Triangle ABC is inscribed with AB a diameter. Angle A = 60°. Find angle B.
triangle-area-calc,default,numeric,rich,21,16,0.13,28,A triangle has base 8 and height 8. What is its area?
conditional-prob,formula,numeric,rich,21,14,0.17,0.15,P(A ∩ B) = 0.28 and P(B) = 0.4. Find P(A | B).
independence-test,plainProduct,numeric,rich,21,16,0.13,36,200 people. P(A) = 0.6  P(B) = 0.5  and A and B are **independent**. How many people are i
step-function,absPiecewise,mcq,rich,21,8,0.25,3 − x if x < 3;  x − 3 if x ≥ 3,Which piecewise definition equals |x − 3|?
combined-shift,domainStart,numeric,rich,21,10,0.17,8,What is the smallest allowed x for y = √(x − 12) + 3?
prism-surface-area,totalSA,numeric,rich,21,19,0.13,192,A prism has a right-triangle base with legs 3 and 4 (hypotenuse 5) and is 3 long. What is 
box-volume,stackedCubes,numeric,rich,21,16,0.13,8,A model has 8 unit cubes in its bottom layer and 4 more cubes stacked on top. What is its 
fraction-volume,default,numeric,rich,21,19,0.17,66,Find the volume of a box 5½ × 6 × 2.
unknown-letter,solveAdd,numeric,rich,21,11,0.17,7,Which value of x makes x + 3 = 6 true?
unknown-letter,feeSolve,numeric,rich,21,12,0.17,16,After a $4 fee is added  the total is $12. Write and solve an equation for the original pr
build-fraction,trayRemainder,numeric,rich,21,8,0.25,5,A veggie tray has 12 equal cups. 4 hold grapes and 3 hold berries; every other cup holds m
elapsed-time,default,numeric,rich,21,8,0.21,35,An activity runs from 10:45 to 11:25. How many minutes does it last?
perimeter,default,numeric,rich,21,13,0.17,30,A rectangle is 11 cm long and 6 cm wide. What is its perimeter?
zero-pattern,zeroProductB,numeric,rich,21,19,0.08,400,6 × 20 = ?
tens-problems,chairRows,numeric,rich,21,19,0.13,120,Chairs are arranged in 4 full rows of 60. How many chairs are there?
area-distributive,splitGiven,numeric,rich,21,17,0.13,32,Find the area of a 5-by-4 rectangle by splitting 4 into 2 + 2. What is the total area?
mass,mixedTotal,numeric,rich,21,11,0.17,6,A crate holds 6 kg of apples. A grocer adds 3 000 g of bananas. What is the total in KILOG
distributive,factorGcf,numeric,rich,21,9,0.21,5,Factor 15 + 35 as (GCF) × (sum). What greatest common factor belongs out front?
unknown-position,missingCount,numeric,rich,21,9,0.17,5,A mystery number of boxes each hold 5 markers. There are 25 markers in all. How many boxes
g7-triangle-inequality,upperBoundary,numeric,rich,21,15,0.13,15,Two sides of a triangle are 5 and 7. What upper-boundary length equals their sum and there
pr-constant-k-g7,rrTablePartner,numeric,rich,21,18,0.13,20,A ratio table begins 4 : 5. What number pairs with 16?
pr-constant-k-g7,rrDoubleLineSmall,numeric,rich,21,15,0.25,10,A double number line aligns 12 laps with 16 minutes. How many minutes align under 3 laps?
pr-graph-rate-g7,graphRateRead,pointSetReasoningLab,rich,21,8,0.25,4,The graphed point (5  15) lies on a proportional line. What is the unit rate?
pr-graph-rate-g7,default,numeric,rich,21,8,0.25,3,The graphed point (4  24) lies on a proportional line. What is the unit rate?
g7-signed-addition,mixedNeg,numeric,rich,21,8,0.25,-7,−12 + 8 = ?
g7-signed-multiply-divide,mulDiff,numeric,rich,21,20,0.08,-12,3 × (−5) = ?
g7-mixed-rational,integerProduct,exactNumberLab,rich,21,18,0.13,40,−3 × (−5) = ?
g7-tse-expression-build,tseCombineDistMinus,buildExpression,rich,21,21,0.08,[ 4x   +   24 ],Simplify: -4(x - 6) + 8x
g7-tse-expression-build,tseMixedPlus,buildExpression,rich,21,20,0.08,[ 2x   -   12 ],Simplify: -4(x + 4) + 6x
g7-tse-expression-build,tseMixedSameNeg,buildExpression,rich,21,12,0.17,[ -   14   x ],Simplify: -6x - 8x
g7-tse-evaluate-distribution,tseEvalDist,numeric,rich,21,14,0.21,-12,Evaluate 2(x - 8) at x = 2.
g7-tse-evaluate-distribution,default,numeric,rich,21,15,0.13,-6,Evaluate 2(x - 7) at x = 4.
g7-tse-balance-solve,tseBalanceA,solveBalance,rich,21,8,0.33,{ leftX :1  leftUnits :0  rightUnits :7},Solve 3x + 1 = 22 on the balance. Remove equal tiles from both pans  then split into equal
g7-tse-balance-solve,default,solveBalance,rich,21,8,0.29,{ leftX :1  leftUnits :0  rightUnits :4},Solve 6x + 4 = 40 on the balance. Remove equal tiles from both pans  then split into equal
g7-tse-inequality-build,tseIneqPosD,buildExpression,rich,21,8,0.21,[ x   >   2 ],Solve: 3x + 5 > 11
g7-tse-inequality-build,graphToInequality,buildExpression,rich,21,21,0.08,[ x   ≥   10 ],A number line shows an OPEN circle at -5 with the arrow pointing RIGHT. Which inequality d
g7-tse-inequality-build,atMostBoundary,mcq,rich,21,11,0.25,Yes — “at most” includes the maximum 13,A cooler holds at most 8 drinks: w ≤ 8. Does w = 8 satisfy the inequality?
g7-sp-sampling-bias,spBiasCustomer,mcq,rich,21,14,0.17,Randomly select 200 customers from the c,A company wants to estimate overall customer satisfaction. Which method is least biased?
g7-sp-sampling-bias,spBiasSchool,mcq,rich,21,12,0.17,Randomly select 200 students from the co,A school wants to know how students usually travel to school. Which method is least biased
g7-sp-counting-principle,spCountOutfitsA,numeric,rich,21,15,0.13,14,A store offers 4 sweaters and 4 pairs of pants. Choosing one of each  how many different o
g8-esn-root-context,esnRootCubeLarge,numeric,rich,21,8,0.21,7,A cube-shaped crate has a volume of 512 cubic feet. What is its edge length  in feet?
g8-tm-rigid-motion,tmTransformSort,dragBucket,rich,21,21,0.13,{ slide 4 units right : Translation   co,Sort each description by the transformation it names.
g8-tm-transversal,tmTransversalAlternate,numeric,rich,21,21,0.13,80,A transversal crosses two parallel lines. One alternate interior angle is 118°. What is th
g8-tm-transversal,tmTransversalSupplement,numeric,rich,21,21,0.08,76,A corresponding angle measures 118°. What is the adjacent angle on the straight line?
g8-tm-cylinder-volume,tmCylinderA,numeric,rich,21,21,0.08,128,A cylinder has radius 4 and height 8. What is its volume as a number times π?
g8-tm-cylinder-volume,tmCylinderB,numeric,rich,21,21,0.08,1152,A storage cylinder has radius 9 and height 9. What is its volume as a number times π?
g8-tm-cone-volume,tmConeFromCylinder,numeric,rich,21,21,0.13,24,A cone has the same base and height as a cylinder whose volume is 45π. What is the cone's 
g8-tm-cone-volume,default,numeric,rich,21,18,0.13,216,A cone-shaped mold has radius 5 and height 6. What is its volume as a number times π?
g8-tm-sphere-volume,default,numeric,rich,21,9,0.17,288,A spherical sculpture has radius 6. What is its volume as a number times π?
g8-les-distribute-solve,lesExpandMatch,matchPairs,rich,21,19,0.13,{ 3(x + 3) : 3x + 9   4(x − 3) : 4x − 12,Match each product to its correct expansion.
g8-les-system-graphing,lesGraphXBasic,numeric,rich,21,10,0.17,5,Where do y = 2x − 1 and y = x + 2 intersect? Give the x-coordinate.
g8-les-system-graphing,lesGraphYGiven,numeric,rich,21,12,0.17,4,Where do y = 2x + 2 and y = x + 3 intersect? Give the y-coordinate.
k0-count-100,kSeqNextHop,numberLineHop,rich,21,21,0.08,34,What number comes right after 33? Hop one and tap where you land.
k0-count-100,default,numberLineHop,rich,21,21,0.08,25,What number comes right after 24? Hop one and tap where you land.
g1-add-subtract,UnknownNumeric,numeric,rich,21,9,0.17,6,5 + ? = 15. What is the missing number?
g1-counting-120,ChartPatternNumeric,numeric,rich,21,21,0.08,35,What is ten more than 43 on a number chart?
g1-counting-120,TensOnesBaseTenCompose,baseTenCompose,rich,21,21,0.08,{ hundreds :0  tens :4  ones :0},Build 40 with ten-rods and one-cubes.
g1-counting-120,default,numeric,rich,21,21,0.08,106,Fill the missing number: 54  55  __  57.
g2-add-subtract-100,Fluency20Numeric,numeric,rich,21,12,0.21,10,4 + 3 = ?
g4-fractions,faWholeTimesFractionMixed,mixedRegroup,rich,21,13,0.21,{ whole :1  num :0  complete :true},Build 4 × 2/5 as 8/5  then exchange complete wholes.
g4-decimals,dMoneyNumeric,numeric,rich,21,21,0.08,0.68,A pocket holds 2 dimes and 4 pennies. Write the total amount in dollars as a decimal.
g4-multiply,mbFactorsNumeric,numeric,rich,21,8,0.25,7,9 × ? = 45. What is the missing factor?
g4-multiply,mbMultiplyTensNumeric,numeric,rich,21,19,0.08,320,Compute 4 × 30.
a1-quadratics,quad-standard-axis__numeric,numeric,rich,21,13,0.13,2,For y = x^2 + 10x + 20  what is the y-coordinate of the vertex?
a1-radicals,rad-multiply__numeric,exactNumberLab,rich,21,13,0.21,24,Evaluate sqrt(6) · sqrt(384).
a2-polynomials,pf-div-theorems__buildExpression,buildExpression,rich,21,21,0.08,[ x = -3   x = 2   x = 5 ],Build all zeros of f(x)=(x + 3)(x − 1)(x−4).
a2-polynomials,pf-synthetic__numeric,exactNumberLab,rich,21,10,0.21,0,A synthetic-division bottom row is 1  3  | 0. What is the remainder?
a2-rationals,rf-work__numeric,exactNumberLab,rich,21,21,0.08,3.2307692308,One machine finishes a job in 3 hours and another in 7 hours. How long together?
a2-statistics,si-pvalue-idea__numeric,numeric,rich,21,19,0.13,3.5,4 of 250 null-model simulations are at least as extreme as observed. Find the p-value as a
match-object-shape,solids,matchPairs,rich,20,15,0.17,{ a dice : cube   a party hat : cone   a,Match each thing to its solid shape.
ellipse-axes,default,numeric,rich,20,10,0.29,6,For x²/36 + y²/16 = 1  what is the semi-major axis length a?
trig-model,default,numeric,rich,20,16,0.13,69,A ferris wheel follows h(t) = 18 − 16 cos t. What is the rider's MAXIMUM height  in feet?
multiple-find,default,numeric,rich,20,14,0.17,42,What is the 8th multiple of 5?
mixed-convert,toImproper,mixedRegroup,rich,20,15,0.13,{ whole :0  num :11  complete :true},Convert 2 1/5 to an improper fraction. Break every whole into 5 parts.
grid-count,colTrap,numeric,rich,20,15,0.13,12,A rectangle is partitioned into 2 rows and 6 columns of unit squares. How many unit square
grid-count,default,numeric,rich,20,14,0.17,24,A rectangle is partitioned into 2 rows and 3 columns of unit squares. How many unit square
pq-trapezoid,largestAngle,numeric,rich,20,20,0.08,125,An isosceles trapezoid has a bottom base angle of 55°. What is its LARGEST angle  in degre
pq-para-angle,default,numeric,rich,20,20,0.13,51,In parallelogram ABCD  ∠A = 63°. Find ∠C (the opposite angle).
measure-word,sliceOff,numeric,rich,20,19,0.08,490,A 800 g block of cheese has 390 g sliced off. How many grams remain?
