figure_id,authored_uses,grade_span,sample_lessons,current_role,priority,decision,requirement
count-on-hops,798,0|1|2|3|4|5,koa-01-01:c1|koa-01-01:c2|koa-01-02:c1|koa-01-02:c2|koa-01-03:c1|koa-01-03:c2,concept-support,P0,REDESIGN_OR_VALIDATE_AT_SCALE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
se-scale-one,1,9,se-03-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
se-special-cases,1,9,se-03-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
se-sub-action,1,9,se-02-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
se-substitution-21,1,9,se-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
se-subtract-carefully,1,9,se-03-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
se-sum-diff,1,9,se-04-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
se-two-distinct,1,9,se-04-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sg-adding-solids,1,10,sg-04-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sg-cavalieri-compare,1,10,sg-02-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sg-cross-section,1,10,sg-01-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sg-density,1,10,sg-05-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sg-modeling,1,10,sg-05-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sg-prism-to-cylinder,1,10,sg-03-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sg-section-evidence,1,10,sg-01-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sg-sphere-slices,1,10,sg-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sg-squeezed,1,10,sg-02-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sg-subtracting,1,10,sg-04-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sg-surfaces,1,10,sg-04-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sg-volume-only,1,10,sg-02-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
shape-attributes,1,1,smg1-01-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
shrinking-halves,1,11,sr-05-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
si-empirical-rule,1,11,si-06-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
si-normal-curve,1,11,si-06-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
si-split-the-tails,1,11,si-06-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
si-stack-the-wobbles,1,11,si-06-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
si-z-score,1,11,si-06-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sigma-anatomy,1,11,sr-02-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sine-wave-anatomy,1,11,tf-04-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-circle,1,1,smg1-01-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-cube-faces,1,1,smg1-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-cylinder,1,1,smg1-01-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-face-edge-vertex,1,1,smg1-01-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-fewer-shorter,1,1,smg1-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-fourths-halves,1,1,smg1-02-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-fourths-halving,1,1,smg1-02-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-half-past,1,1,smg1-04-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-half-ways,1,1,smg1-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-hour-passed,1,1,smg1-04-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-middle-between,1,1,smg1-03-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-minute-clue,1,1,smg1-04-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-on-hour,1,1,smg1-04-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-order-matters,1,1,smg1-03-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-pent-hex,1,1,smg1-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-pizza-share,1,1,smg1-02-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-prism-parts,1,1,smg1-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-quarter-fourth,1,1,smg1-02-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-same-unit,1,1,smg1-03-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-short-long,1,1,smg1-04-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-sub-gap,1,1,smg1-03-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-three-counts,1,1,smg1-03-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-twelve-oclock,1,1,smg1-04-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
smg1-two-halves,1,1,smg1-02-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
solids-of-revolution,1,10,sg-01-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sp-counting-principle,1,7,sp-04-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sp-favorable-outcomes,1,7,sp-04-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sp-random-sample,1,7,sp-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sp-spinner,1,7,sp-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sqrt-domain-graph,1,11,re-03-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-any-hop,1,11,sr-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-arith-fold,1,11,sr-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-arith-to-explicit,1,11,sr-01-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-bouncing-ball,1,11,sr-05-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-choose-form,1,11,sr-03-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-constant-multiplier,1,11,sr-02-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-converges-when,1,11,sr-05-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-count-terms,1,11,sr-02-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-dummy-index,1,11,sr-02-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-eval-routine,1,11,sr-02-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-exponents,1,11,sr-04-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-extract-three,1,11,sr-03-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-fold-proof,1,11,sr-03-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-forms-questions,1,11,sr-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-formula-backwards,1,11,sr-05-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-gauss-fails,1,11,sr-04-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-general-shift,1,11,sr-04-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-geom-to-explicit,1,11,sr-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-infinite-formula,1,11,sr-05-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-many-sigmas,1,11,sr-02-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-match-form,1,11,sr-01-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-multiply-language,1,11,sr-04-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-multiply-recursion,1,11,sr-01-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-needs-last-term,1,11,sr-03-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-recursive-hop,1,11,sr-01-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-repeating-decimal,1,11,sr-05-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-sanity-check,1,11,sr-01-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-shift-subtract,1,11,sr-04-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-shrinking,1,11,sr-04-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-sigma-fold-team,1,11,sr-03-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-sigma-geometric,1,11,sr-04-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-step-rule,1,11,sr-02-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-strict-rule,1,11,sr-05-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-sum-to-sigma,1,11,sr-02-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-term-vs-total,1,11,sr-03-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-test-pattern,1,11,sr-04-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-three-tools,1,11,sr-05-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-unroll-sigma,1,11,sr-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-word-theater,1,11,sr-03-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sr-workflow,1,11,sr-05-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssa-ambiguous,1,10,tc-01-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-bigger-grid,1,2,ssg2-02-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-checkerboard,1,2,ssg2-02-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-corners-sides,1,2,ssg2-01-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-count-pieces,1,2,ssg2-03-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-name-by-sides,1,2,ssg2-01-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-near-neighbors,1,2,ssg2-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-piece-order,1,2,ssg2-03-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-pyramid,1,2,ssg2-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-pyramid-vs-prism,1,2,ssg2-01-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-same-rule,1,2,ssg2-02-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-same-total,1,2,ssg2-02-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-shape-changes,1,2,ssg2-02-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-shape-family,1,2,ssg2-01-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-single-row,1,2,ssg2-02-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-thirds-directions,1,2,ssg2-03-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-thirds-equal,1,2,ssg2-03-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-thirds-vs-fourths,1,2,ssg2-03-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ssg2-three-thirds,1,2,ssg2-03-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sy-dilation-origin,1,10,sy-01-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sy-dilation-parallel,1,10,sy-06-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sy-indirect-recipe,1,10,sy-05-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sy-perim-area-scale,1,10,sy-01-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sy-perim-ratio,1,10,sy-05-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
sy-pizza,1,10,sy-05-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
symmetry-fold,1,10,gf-04-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
synthetic-division,1,11,pf-03-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tc-aaa-fails,1,10,tc-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tc-angle-side,1,10,tc-05-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tc-base-angles,1,10,tc-03-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tc-center-hook,1,10,tc-04-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tc-circum-incenter,1,10,tc-04-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tc-cpctc,1,10,tc-02-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tc-equilateral,1,10,tc-03-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tc-euler-line,1,10,tc-04-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tc-hinge,1,10,tc-05-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tc-hl,1,10,tc-02-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tc-inequality-proof,1,10,tc-05-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tc-inside-centers,1,10,tc-04-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tc-letter-order,1,10,tc-01-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tc-matching-game,1,10,tc-01-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tc-midsegment,1,10,tc-03-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tc-valid-criteria,1,10,tc-01-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
ten-bundle,1,1,tno-01-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tens-partners,1,1,as-02-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tens-plus-tens,1,2,as100-02-01:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-180-pi,1,11,tf-02-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-acute-check,1,11,tf-01-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-amplitude,1,11,tf-04-01:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-arc-length-wreck,1,11,tf-02-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-b-from-period,1,11,tf-04-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-b-repeat,1,11,tf-05-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-choose-ratio,1,11,tf-01-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-clean-fractions,1,11,tf-02-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-combine-table,1,11,tf-03-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-cos-from-sin,1,11,tf-05-03:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-cosine-wave,1,11,tf-04-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-find-others,1,11,tf-01-02:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-flip-operation,1,11,tf-01-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-fractions-identity,1,11,tf-05-03:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-graph-to-rule,1,11,tf-04-02:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-inverse-backward,1,11,tf-01-03:c1,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-magnitude-sign,1,11,tf-03-02:c3,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
tf-midline-wheel,1,11,tf-05-01:c2,concept-support,P3,VALIDATE,Verify 390/768/1440 light/dark; preserve labels and relationships; prefer SVG/vector source and meaningful alt text.
