# S242 / MPB-05 before-and-after sweep. Generated by scripts/audit/derivative-island-sweep.mts
# `before`/`after` list the island SOURCES separated by U+22C2; a string is listed only if they differ.
source,owner,unit,field,surface,verdict,before,after,text
"generated","g13-differential-equations","differential-equations__de-slope-field__numeric:core","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dx","That is the y-coordinate. The equation says dy/dx = x, and it never mentions y at all."
"generated","g13-differential-equations","differential-equations__de-slope-field__numeric:core","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dx","That is xy. Read the equation literally: dy/dx = x."
"generated","g13-differential-equations","differential-equations__de-slope-field__numeric:core","widget.fallbackFeedback","arithmetic-off","gained-derivative","","dy/dx","Read dy/dx = x literally: the slope equals the x-coordinate, so at x = 2 it is 2."
"generated","g13-differential-equations","differential-equations__de-slope-field__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","For dy/dx = x, what is the slope of the field at the point (2, 7)?

Reasoning check: Verify the result by an independent representation or reverse operation."
"generated","g13-differential-equations","differential-equations__de-slope-field__numeric:stretch","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dx","That is the y-coordinate. The equation says dy/dx = x, and it never mentions y at all."
"generated","g13-differential-equations","differential-equations__de-slope-field__numeric:stretch","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dx","That is xy. Read the equation literally: dy/dx = x."
"generated","g13-differential-equations","differential-equations__de-slope-field__numeric:stretch","widget.fallbackFeedback","arithmetic-off","gained-derivative","","dy/dx","Read dy/dx = x literally: the slope equals the x-coordinate, so at x = 2 it is 2."
"generated","g13-differential-equations","differential-equations__de-slope-field__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","For dy/dx = x, what is the slope of the field at the point (2, 7)?

Reasoning check: Generalize the relationship before committing to the specific answer."
"generated","g13-differential-equations","differential-equations__de-slope-field__numeric:stretch","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dx","That is the y-coordinate. The equation says dy/dx = x, and it never mentions y at all."
"generated","g13-differential-equations","differential-equations__de-slope-field__numeric:stretch","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dx","That is xy. Read the equation literally: dy/dx = x."
"generated","g13-differential-equations","differential-equations__de-slope-field__numeric:stretch","widget.fallbackFeedback","arithmetic-off","gained-derivative","","dy/dx","Read dy/dx = x literally: the slope equals the x-coordinate, so at x = 2 it is 2."
"generated","g13-differential-equations","differential-equations__de-slope-field__numeric:stretch","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","For dy/dx = x, what is the slope of the field at the point (2, 7)?

Reasoning check: Generalize the relationship before committing to the specific answer."
"generated","g13-differential-equations","differential-equations__de-slope-field__numeric:stretch","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dx","That is the y-coordinate. The equation says dy/dx = x, and it never mentions y at all."
"generated","g13-differential-equations","differential-equations__de-slope-field__numeric:stretch","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dx","That is xy. Read the equation literally: dy/dx = x."
"generated","g13-differential-equations","differential-equations__de-slope-field__numeric:stretch","widget.fallbackFeedback","arithmetic-off","gained-derivative","","dy/dx","Read dy/dx = x literally: the slope equals the x-coordinate, so at x = 2 it is 2."
"generated","g13-integration-accumulation","integration-accumulation__in-ftc-unified__dragBucket:support","widget.items[1].label","arithmetic-off","gained-derivative","∫₂ˣ sin t dt","d/dx ⟂ ∫₂ˣ sin t dt","Find d/dx[∫₂ˣ sin t dt]"
"generated","g13-integration-accumulation","integration-accumulation__in-ftc-unified__dragBucket:support","widget.items[2].label","arithmetic-off","gained-derivative","∫₂ˣ sin t dt","d/dx ⟂ ∫₂ˣ sin t dt","Find d/dx[∫₂ˣ sin t dt]"
"generated","g13-integration-accumulation","integration-accumulation__in-ftc-unified__dragBucket:support","widget.items[2].label","arithmetic-off","gained-derivative","∫₂ˣ sin t dt","d/dx ⟂ ∫₂ˣ sin t dt","Find d/dx[∫₂ˣ sin t dt]"
"generated","g13-integration-accumulation","integration-accumulation__in-ftc-unified__dragBucket:core","widget.items[2].label","arithmetic-off","gained-derivative","∫₂ˣ sin t dt","d/dx ⟂ ∫₂ˣ sin t dt","Find d/dx[∫₂ˣ sin t dt]"
"generated","g13-integration-accumulation","integration-accumulation__in-ftc-unified__dragBucket:core","widget.items[2].label","arithmetic-off","gained-derivative","∫₂ˣ sin t dt","d/dx ⟂ ∫₂ˣ sin t dt","Find d/dx[∫₂ˣ sin t dt]"
"generated","g13-integration-accumulation","integration-accumulation__in-ftc-unified__dragBucket:core","widget.items[3].label","arithmetic-off","gained-derivative","∫₂ˣ sin t dt","d/dx ⟂ ∫₂ˣ sin t dt","Find d/dx[∫₂ˣ sin t dt]"
"generated","g13-integration-accumulation","integration-accumulation__in-ftc-unified__dragBucket:stretch","widget.items[0].label","arithmetic-off","gained-derivative","∫₂ˣ sin t dt","d/dx ⟂ ∫₂ˣ sin t dt","Find d/dx[∫₂ˣ sin t dt]"
"generated","g13-integration-accumulation","integration-accumulation__in-ftc-unified__dragBucket:stretch","widget.items[2].label","arithmetic-off","gained-derivative","∫₂ˣ sin t dt","d/dx ⟂ ∫₂ˣ sin t dt","Find d/dx[∫₂ˣ sin t dt]"
"generated","g13-integration-accumulation","integration-accumulation__in-ftc-unified__dragBucket:stretch","widget.items[2].label","arithmetic-off","gained-derivative","∫₂ˣ sin t dt","d/dx ⟂ ∫₂ˣ sin t dt","Find d/dx[∫₂ˣ sin t dt]"
"generated","g13-integration-accumulation","integration-accumulation__in-ftc1__mcq:support","widget.prompt","arithmetic-off","gained-derivative","∫₁ˣ t³ dt","d/dx ⟂ ∫₁ˣ t³ dt","What is d/dx [ ∫₁ˣ t³ dt ] ?

Reasoning check: Identify the representation and the governing relationship before calculating."
"generated","g13-integration-accumulation","integration-accumulation__in-ftc1__mcq:support","widget.prompt","arithmetic-off","gained-derivative","∫₅ˣ t³ dt ⟂ ∫₁ˣ t³ dt","d/dx ⟂ ∫₅ˣ t³ dt ⟂ d/dx ⟂ ∫₁ˣ t³ dt","How does d/dx[∫₅ˣ t³ dt] compare with d/dx[∫₁ˣ t³ dt]?

Reasoning check: Identify the representation and the governing relationship before calculating."
"generated","g13-integration-accumulation","integration-accumulation__in-ftc1__mcq:support","widget.prompt","arithmetic-off","gained-derivative","∫₅ˣ t³ dt ⟂ ∫₁ˣ t³ dt","d/dx ⟂ ∫₅ˣ t³ dt ⟂ d/dx ⟂ ∫₁ˣ t³ dt","How does d/dx[∫₅ˣ t³ dt] compare with d/dx[∫₁ˣ t³ dt]?

Reasoning check: Name what stays fixed before changing or computing anything."
"generated","g13-integration-accumulation","integration-accumulation__in-ftc1__mcq:core","widget.prompt","arithmetic-off","gained-derivative","∫₀^(x²) t³ dt","d/dx ⟂ ∫₀^(x²) t³ dt","What is d/dx [ ∫₀^(x²) t³ dt ] ?

Reasoning check: State the invariant or definition that makes the method valid."
"generated","g13-integration-accumulation","integration-accumulation__in-ftc1__mcq:core","widget.prompt","arithmetic-off","gained-derivative","∫₁ˣ t³ dt","d/dx ⟂ ∫₁ˣ t³ dt","What is d/dx [ ∫₁ˣ t³ dt ] ?

Reasoning check: Check the result against the domain, sign, orientation, and units."
"generated","g13-integration-accumulation","integration-accumulation__in-ftc1__mcq:core","widget.prompt","arithmetic-off","gained-derivative","∫₅ˣ t³ dt ⟂ ∫₁ˣ t³ dt","d/dx ⟂ ∫₅ˣ t³ dt ⟂ d/dx ⟂ ∫₁ˣ t³ dt","How does d/dx[∫₅ˣ t³ dt] compare with d/dx[∫₁ˣ t³ dt]?

Reasoning check: Check the result against the domain, sign, orientation, and units."
"generated","g13-integration-accumulation","integration-accumulation__in-ftc1__mcq:stretch","widget.prompt","arithmetic-off","gained-derivative","∫₀^(x²) t³ dt","d/dx ⟂ ∫₀^(x²) t³ dt","What is d/dx [ ∫₀^(x²) t³ dt ] ?

Reasoning check: Generalize the relationship before committing to the specific answer."
"generated","g13-integration-accumulation","integration-accumulation__in-ftc1__mcq:stretch","widget.prompt","arithmetic-off","gained-derivative","∫₀^(x²) t³ dt","d/dx ⟂ ∫₀^(x²) t³ dt","What is d/dx [ ∫₀^(x²) t³ dt ] ?

Reasoning check: Verify the result by an independent representation or reverse operation."
"generated","g13-integration-accumulation","integration-accumulation__in-ftc1__mcq:stretch","widget.prompt","arithmetic-off","gained-derivative","∫₅ˣ t³ dt ⟂ ∫₁ˣ t³ dt","d/dx ⟂ ∫₅ˣ t³ dt ⟂ d/dx ⟂ ∫₁ˣ t³ dt","How does d/dx[∫₅ˣ t³ dt] compare with d/dx[∫₁ˣ t³ dt]?

Reasoning check: Verify the result by an independent representation or reverse operation."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-arc-length__mcq:support","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","What IS the quantity √((dx/dt)² + (dy/dt)²)?

Reasoning check: Name what stays fixed before changing or computing anything."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-arc-length__mcq:support","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","What IS the quantity √((dx/dt)² + (dy/dt)²)?

Reasoning check: Mark the known quantities, then choose the operation or theorem that connects them."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-arc-length__mcq:support","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","What IS the quantity √((dx/dt)² + (dy/dt)²)?

Reasoning check: Sketch or annotate the situation before entering the result."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-arc-length__mcq:core","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","What IS the quantity √((dx/dt)² + (dy/dt)²)?

Reasoning check: Check the result against the domain, sign, orientation, and units."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-arc-length__mcq:core","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","What IS the quantity √((dx/dt)² + (dy/dt)²)?

Reasoning check: Check the result against the domain, sign, orientation, and units."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-arc-length__mcq:core","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","What IS the quantity √((dx/dt)² + (dy/dt)²)?

Reasoning check: State the invariant or definition that makes the method valid."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-arc-length__mcq:stretch","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","What IS the quantity √((dx/dt)² + (dy/dt)²)?

Reasoning check: Check both the numerical result and the logical conditions that permit it."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-arc-length__mcq:stretch","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","What IS the quantity √((dx/dt)² + (dy/dt)²)?

Reasoning check: Generalize the relationship before committing to the specific answer."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-arc-length__mcq:stretch","widget.prompt","arithmetic-off","gained-derivative","","dx/dt ⟂ dy/dt","What IS the quantity √((dx/dt)² + (dy/dt)²)?

Reasoning check: Give a definition-level justification and audit every hidden assumption."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:support","widget.options[0].feedback","arithmetic-off","gained-derivative","","dy/dt","There is nothing special about t = 0 in general. What matters is where dy/dt vanishes, whatever t that happens to be."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:support","widget.options[2].label","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt ≠ 0","When dy/dt = 0 and dx/dt ≠ 0 — y has stopped moving while x carries on."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:support","widget.options[2].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","Right. The slope is (dy/dt)/(dx/dt), so a zero on top with a nonzero bottom gives a slope of zero."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:support","widget.options[3].label","arithmetic-off","gained-derivative","","dx/dt","When dx/dt = 0."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:support","widget.options[0].feedback","arithmetic-off","gained-derivative","","dy/dt","There is nothing special about t = 0 in general. What matters is where dy/dt vanishes, whatever t that happens to be."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:support","widget.options[1].label","arithmetic-off","gained-derivative","","dx/dt","When dx/dt = 0."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:support","widget.options[2].label","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt ≠ 0","When dy/dt = 0 and dx/dt ≠ 0 — y has stopped moving while x carries on."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:support","widget.options[2].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","Right. The slope is (dy/dt)/(dx/dt), so a zero on top with a nonzero bottom gives a slope of zero."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:support","widget.options[0].feedback","arithmetic-off","gained-derivative","","dy/dt","There is nothing special about t = 0 in general. What matters is where dy/dt vanishes, whatever t that happens to be."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:support","widget.options[1].label","arithmetic-off","gained-derivative","","dx/dt","When dx/dt = 0."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:support","widget.options[3].label","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt ≠ 0","When dy/dt = 0 and dx/dt ≠ 0 — y has stopped moving while x carries on."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:support","widget.options[3].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","Right. The slope is (dy/dt)/(dx/dt), so a zero on top with a nonzero bottom gives a slope of zero."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:core","widget.options[1].feedback","arithmetic-off","gained-derivative","","dy/dt","There is nothing special about t = 0 in general. What matters is where dy/dt vanishes, whatever t that happens to be."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:core","widget.options[2].label","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt ≠ 0","When dy/dt = 0 and dx/dt ≠ 0 — y has stopped moving while x carries on."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:core","widget.options[2].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","Right. The slope is (dy/dt)/(dx/dt), so a zero on top with a nonzero bottom gives a slope of zero."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:core","widget.options[3].label","arithmetic-off","gained-derivative","","dx/dt","When dx/dt = 0."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:core","widget.options[0].label","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt ≠ 0","When dy/dt = 0 and dx/dt ≠ 0 — y has stopped moving while x carries on."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:core","widget.options[0].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","Right. The slope is (dy/dt)/(dx/dt), so a zero on top with a nonzero bottom gives a slope of zero."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:core","widget.options[1].feedback","arithmetic-off","gained-derivative","","dy/dt","There is nothing special about t = 0 in general. What matters is where dy/dt vanishes, whatever t that happens to be."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:core","widget.options[2].label","arithmetic-off","gained-derivative","","dx/dt","When dx/dt = 0."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:core","widget.options[0].feedback","arithmetic-off","gained-derivative","","dy/dt","There is nothing special about t = 0 in general. What matters is where dy/dt vanishes, whatever t that happens to be."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:core","widget.options[1].label","arithmetic-off","gained-derivative","","dx/dt","When dx/dt = 0."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:core","widget.options[2].label","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt ≠ 0","When dy/dt = 0 and dx/dt ≠ 0 — y has stopped moving while x carries on."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:core","widget.options[2].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","Right. The slope is (dy/dt)/(dx/dt), so a zero on top with a nonzero bottom gives a slope of zero."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:stretch","widget.options[1].feedback","arithmetic-off","gained-derivative","","dy/dt","There is nothing special about t = 0 in general. What matters is where dy/dt vanishes, whatever t that happens to be."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:stretch","widget.options[2].label","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt ≠ 0","When dy/dt = 0 and dx/dt ≠ 0 — y has stopped moving while x carries on."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:stretch","widget.options[2].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","Right. The slope is (dy/dt)/(dx/dt), so a zero on top with a nonzero bottom gives a slope of zero."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:stretch","widget.options[3].label","arithmetic-off","gained-derivative","","dx/dt","When dx/dt = 0."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:stretch","widget.options[0].label","arithmetic-off","gained-derivative","","dx/dt","When dx/dt = 0."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:stretch","widget.options[1].feedback","arithmetic-off","gained-derivative","","dy/dt","There is nothing special about t = 0 in general. What matters is where dy/dt vanishes, whatever t that happens to be."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:stretch","widget.options[3].label","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt ≠ 0","When dy/dt = 0 and dx/dt ≠ 0 — y has stopped moving while x carries on."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:stretch","widget.options[3].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","Right. The slope is (dy/dt)/(dx/dt), so a zero on top with a nonzero bottom gives a slope of zero."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:stretch","widget.options[0].label","arithmetic-off","gained-derivative","","dx/dt","When dx/dt = 0."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:stretch","widget.options[1].feedback","arithmetic-off","gained-derivative","","dy/dt","There is nothing special about t = 0 in general. What matters is where dy/dt vanishes, whatever t that happens to be."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:stretch","widget.options[3].label","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt ≠ 0","When dy/dt = 0 and dx/dt ≠ 0 — y has stopped moving while x carries on."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__mcq:stretch","widget.options[3].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","Right. The slope is (dy/dt)/(dx/dt), so a zero on top with a nonzero bottom gives a slope of zero."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:support","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","At t = 0 it is dy/dt = 3t² that vanishes, not dx/dt — that gives a horizontal tangent, not a vertical one."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:support","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","","dx/dt","Check dx/dt = 2t − 4: at t = 4 that is 4, not 0. It vanishes at t = 2."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:support","widget.fallbackFeedback","arithmetic-off","gained-derivative","12 ≠ 0","dx/dt ⟂ dy/dt ⟂ 12 ≠ 0","dx/dt = 2t − 4 = 0 → t = 2, where dy/dt = 12 ≠ 0: a vertical tangent."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","x = t², y = t³. Find dy/dx at t = 2.

Reasoning check: Identify the representation and the governing relationship before calculating."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:support","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","That is dy/dt = 3t² at t = 2. It must still be DIVIDED by dx/dt = 2t = 4, giving 3."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:support","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","12/4","dx/dt ⟂ dy/dt ⟂ dx/dt ⟂ 12/4","That is dx/dt at t = 2. The slope is the ratio: (dy/dt)/(dx/dt) = 12/4 = 3."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:support","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","That is dy/dt divided by 2 — check dx/dt: differentiating t² gives 2t, which is 4 at t = 2."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:support","widget.fallbackFeedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = 3t²/2t = 3t/2 → at t = 2 it is 3."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:support","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","x = t², y = t³. Find dy/dx at t = 2.

Reasoning check: Use the visible structure one step at a time and check the units."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:support","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","That is dy/dt = 3t² at t = 2. It must still be DIVIDED by dx/dt = 2t = 4, giving 3."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:support","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","12/4","dx/dt ⟂ dy/dt ⟂ dx/dt ⟂ 12/4","That is dx/dt at t = 2. The slope is the ratio: (dy/dt)/(dx/dt) = 12/4 = 3."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:support","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","That is dy/dt divided by 2 — check dx/dt: differentiating t² gives 2t, which is 4 at t = 2."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:support","widget.fallbackFeedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = 3t²/2t = 3t/2 → at t = 2 it is 3."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:core","widget.prompt","arithmetic-off","gained-derivative","","dy/dx","x = t², y = t³. Find dy/dx at t = 2.

Reasoning check: Check the result against the domain, sign, orientation, and units."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:core","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","That is dy/dt = 3t² at t = 2. It must still be DIVIDED by dx/dt = 2t = 4, giving 3."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:core","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","12/4","dx/dt ⟂ dy/dt ⟂ dx/dt ⟂ 12/4","That is dx/dt at t = 2. The slope is the ratio: (dy/dt)/(dx/dt) = 12/4 = 3."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:core","widget.commonErrors[2].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","That is dy/dt divided by 2 — check dx/dt: differentiating t² gives 2t, which is 4 at t = 2."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:core","widget.fallbackFeedback","arithmetic-off","gained-derivative","","dy/dx","dy/dx = 3t²/2t = 3t/2 → at t = 2 it is 3."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:core","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","At t = 0 it is dy/dt = 3t² that vanishes, not dx/dt — that gives a horizontal tangent, not a vertical one."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:core","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","","dx/dt","Check dx/dt = 2t − 4: at t = 4 that is 4, not 0. It vanishes at t = 2."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:core","widget.fallbackFeedback","arithmetic-off","gained-derivative","12 ≠ 0","dx/dt ⟂ dy/dt ⟂ 12 ≠ 0","dx/dt = 2t − 4 = 0 → t = 2, where dy/dt = 12 ≠ 0: a vertical tangent."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:core","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","At t = 0 it is dy/dt = 3t² that vanishes, not dx/dt — that gives a horizontal tangent, not a vertical one."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:core","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","","dx/dt","Check dx/dt = 2t − 4: at t = 4 that is 4, not 0. It vanishes at t = 2."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:core","widget.fallbackFeedback","arithmetic-off","gained-derivative","12 ≠ 0","dx/dt ⟂ dy/dt ⟂ 12 ≠ 0","dx/dt = 2t − 4 = 0 → t = 2, where dy/dt = 12 ≠ 0: a vertical tangent."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:stretch","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","At t = 0 it is dy/dt = 3t² that vanishes, not dx/dt — that gives a horizontal tangent, not a vertical one."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:stretch","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","","dx/dt","Check dx/dt = 2t − 4: at t = 4 that is 4, not 0. It vanishes at t = 2."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:stretch","widget.fallbackFeedback","arithmetic-off","gained-derivative","12 ≠ 0","dx/dt ⟂ dy/dt ⟂ 12 ≠ 0","dx/dt = 2t − 4 = 0 → t = 2, where dy/dt = 12 ≠ 0: a vertical tangent."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:stretch","widget.commonErrors[0].feedback","arithmetic-off","gained-derivative","","dy/dt ⟂ dx/dt","At t = 0 it is dy/dt = 3t² that vanishes, not dx/dt — that gives a horizontal tangent, not a vertical one."
"generated","g13-parametric-polar-calculus","parametric-polar-calculus__pc-parametric-derivative__numeric:stretch","widget.commonErrors[1].feedback","arithmetic-off","gained-derivative","","dx/dt","Check dx/dt = 2t − 4: at t = 4 that is 4, not 0. It vanishes at t = 2."
